,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,1718,Newcastle Utd,Isaac Hayden,JAM,MF,22,1995,15.3,1,14,9,64.3,0.92,0.59,0.07,0.11,22.1,0,0,0,1.0,1.0,0.07,0.0,0.0
ENG-Premier League,1718,Newcastle Utd,Islam Slimani,ALG,FW,29,1988,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1718,Newcastle Utd,Jacob Murphy,ENG,"MF,FW",22,1995,12.8,1,22,7,31.8,1.72,0.55,0.05,0.14,22.3,0,0,0,1.8,1.8,0.08,-0.8,-0.8
ENG-Premier League,1718,Newcastle Utd,Jamaal Lascelles,ENG,DF,23,1993,32.5,3,12,8,66.7,0.37,0.25,0.25,0.38,12.2,0,0,0,1.1,1.1,0.09,1.9,1.9
ENG-Premier League,1718,Newcastle Utd,Javier Manquillo,ESP,DF,23,1994,19.5,0,2,0,0.0,0.1,0.0,0.0,,11.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,1718,Newcastle Utd,Jesús Gámez,ESP,DF,32,1985,1.1,0,1,0,0.0,0.92,0.0,0.0,,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,1718,Newcastle Utd,Jonjo Shelvey,ENG,MF,25,1992,25.2,1,42,9,21.4,1.67,0.36,0.02,0.11,26.7,6,0,0,2.4,2.4,0.06,-1.4,-1.4
ENG-Premier League,1718,Newcastle Utd,Joselu,ESP,FW,27,1990,19.0,4,46,16,34.8,2.42,0.84,0.09,0.25,15.9,0,0,1,6.0,5.2,0.11,-2.0,-1.2
ENG-Premier League,1718,Newcastle Utd,Karl Darlow,WAL,GK,26,1990,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1718,Newcastle Utd,Kenedy,BRA,"MF,DF",21,1996,11.4,2,23,5,21.7,2.02,0.44,0.09,0.4,21.6,1,0,0,2.4,2.4,0.1,-0.4,-0.4
ENG-Premier League,1718,Newcastle Utd,Martin Dúbravka,SVK,GK,28,1989,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1718,Newcastle Utd,Massadio Haïdara,MLI,FW,24,1992,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1718,Newcastle Utd,Matt Ritchie,SCO,"MF,FW",27,1989,31.2,3,59,16,27.1,1.89,0.51,0.05,0.19,22.9,6,0,0,3.1,3.1,0.05,-0.1,-0.1
ENG-Premier League,1718,Newcastle Utd,Mikel Merino,ESP,MF,21,1996,15.0,1,16,6,37.5,1.07,0.4,0.06,0.17,25.5,0,0,0,0.6,0.6,0.04,0.4,0.4
ENG-Premier League,1718,Newcastle Utd,Mohamed Diamé,SEN,MF,30,1987,22.7,2,20,6,30.0,0.88,0.26,0.1,0.33,21.0,0,0,0,1.4,1.4,0.07,0.6,0.6
ENG-Premier League,1718,Newcastle Utd,Paul Dummett,WAL,DF,25,1991,17.8,0,4,0,0.0,0.22,0.0,0.0,,14.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
ENG-Premier League,1718,Newcastle Utd,Rob Elliot,IRL,GK,31,1986,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1718,Newcastle Utd,Rolando Aarons,ENG,"MF,FW",21,1995,1.5,0,2,0,0.0,1.29,0.0,0.0,,19.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
